t,marker,frame_idx,goal_pos.shoulder_pan,goal_pos.shoulder_lift,goal_pos.elbow_flex,goal_pos.wrist_flex,goal_pos.wrist_roll,goal_pos.gripper,pos.shoulder_pan,pos.shoulder_lift,pos.elbow_flex,pos.wrist_flex,pos.wrist_roll,pos.gripper,vel.shoulder_pan,vel.shoulder_lift,vel.elbow_flex,vel.wrist_flex,vel.wrist_roll,vel.gripper,load.shoulder_pan,load.shoulder_lift,load.elbow_flex,load.wrist_flex,load.wrist_roll,load.gripper,volt.shoulder_pan,volt.shoulder_lift,volt.elbow_flex,volt.wrist_flex,volt.wrist_roll,volt.gripper,temp.shoulder_pan,temp.shoulder_lift,temp.elbow_flex,temp.wrist_flex,temp.wrist_roll,temp.gripper,curr.shoulder_pan,curr.shoulder_lift,curr.elbow_flex,curr.wrist_flex,curr.wrist_roll,curr.gripper
0.0,,0,-0.17582418024539948,-102.63735961914062,96.04395294189453,54.94505310058594,-0.3956044018268585,2.391629219055176,2182,699,3694,2749,2086,1534,0,0,0,0,0,0,0,0,0,0,0,0,121,124,122,125,121,123,40,43,42,43,41,44,0,0,0,0,0,0
0.0335,,1,-0.17582418024539948,-102.63735961914062,96.04395294189453,54.94505310058594,-0.3956044018268585,2.391629219055176,2182,699,3694,2749,2086,1534,0,0,0,0,0,0,115,-110,-105,-88,-110,-84,121,124,122,124,121,123,40,43,42,43,41,44,16,14,9,9,19,9
0.067,,2,-0.17582418024539948,-102.63735961914062,96.04395294189453,54.94505310058594,-0.3956044018268585,2.391629219055176,2189,693,3693,2745,2084,1525,50,-50,0,-150,0,-250,153,-256,-76,-284,-193,-158,120,123,121,123,120,122,40,43,42,43,41,44,50,43,4,59,25,56
0.1006,,3,-0.17582418024539948,-102.63735961914062,96.04395294189453,54.94505310058594,-0.3956044018268585,2.391629219055176,2204,679,3691,2721,2073,1510,400,-200,-50,-600,-300,-400,201,-118,-69,-431,-125,-203,120,122,121,123,120,122,40,43,42,43,41,44,17,27,4,115,9,20
0.1342,,4,-0.17582418024539948,-102.63735961914062,96.04395294189453,54.94505310058594,-0.3956044018268585,2.391629219055176,2218,664,3690,2684,2064,1498,400,-450,0,-1000,-300,-400,125,-157,-69,-342,-104,-51,120,123,121,123,120,122,40,43,42,43,41,44,4,5,8,89,4,10
0.1676,,5,-0.17582418024539948,-102.63735961914062,96.04395294189453,54.94505310058594,-0.3956044018268585,2.391629219055176,2225,652,3690,2646,2059,1491,300,-350,-50,-1200,-200,-250,93,-108,-65,-303,-79,-108,121,123,121,124,120,123,40,43,42,43,41,44,5,2,9,28,5,13
0.2011,,6,-0.17582418024539948,-102.63735961914062,96.04395294189453,54.94505310058594,-0.3956044018268585,2.391629219055176,2230,645,3689,2618,2055,1486,150,-300,0,-950,-150,-150,76,-76,-62,-291,55,-93,121,123,121,124,120,123,40,43,42,43,41,44,7,1,7,5,3,7
0.2346,,7,-0.17582418024539948,-102.63735961914062,96.04395294189453,54.94505310058594,-0.3956044018268585,2.391629219055176,2233,643,3689,2598,2053,1483,100,-50,0,-700,-100,-100,62,-65,-62,-210,-55,-83,121,123,122,124,121,123,40,43,42,43,41,44,6,3,8,6,2,8
0.268,,8,-0.17582418024539948,-102.63735961914062,96.04395294189453,54.94505310058594,-0.3956044018268585,2.391629219055176,2235,640,3689,2584,2051,1482,100,-100,0,-500,-50,-50,58,-55,-62,-153,-48,-76,121,123,122,124,121,123,40,43,42,43,41,44,4,4,8,6,3,12
0.3015,,9,-0.17582418024539948,-102.63735961914062,96.04395294189453,54.94505310058594,-0.3956044018268585,2.391629219055176,2236,638,3689,2575,2051,1481,50,-50,0,-300,0,0,51,-48,-62,-118,-48,-72,121,123,122,124,121,123,40,43,42,43,41,44,4,2,8,10,4,10
0.3349,,10,-0.17582418024539948,-102.63735961914062,96.04395294189453,54.94505310058594,-0.3956044018268585,2.391629219055176,2237,636,3689,2570,2050,1480,50,-50,0,-150,0,-50,48,-44,-62,-101,73,-69,121,123,122,124,121,123,40,43,42,43,41,44,4,2,8,9,2,9
0.3683,,11,-0.17582418024539948,-102.63735961914062,96.04395294189453,54.94505310058594,-0.21978022158145905,2.391629219055176,2237,635,3689,2566,2049,1480,0,-50,0,-150,-50,0,48,-37,-62,-86,-41,-69,121,123,122,124,121,123,40,43,42,43,41,44,6,2,8,11,2,11
