t,marker,frame_idx,goal_pos.shoulder_pan,goal_pos.shoulder_lift,goal_pos.elbow_flex,goal_pos.wrist_flex,goal_pos.wrist_roll,goal_pos.gripper,pos.shoulder_pan,pos.shoulder_lift,pos.elbow_flex,pos.wrist_flex,pos.wrist_roll,pos.gripper,vel.shoulder_pan,vel.shoulder_lift,vel.elbow_flex,vel.wrist_flex,vel.wrist_roll,vel.gripper,load.shoulder_pan,load.shoulder_lift,load.elbow_flex,load.wrist_flex,load.wrist_roll,load.gripper,volt.shoulder_pan,volt.shoulder_lift,volt.elbow_flex,volt.wrist_flex,volt.wrist_roll,volt.gripper,temp.shoulder_pan,temp.shoulder_lift,temp.elbow_flex,temp.wrist_flex,temp.wrist_roll,temp.gripper,curr.shoulder_pan,curr.shoulder_lift,curr.elbow_flex,curr.wrist_flex,curr.wrist_roll,curr.gripper,goal2.shoulder_pan,goal2.shoulder_lift,goal2.elbow_flex,goal2.wrist_flex,goal2.wrist_roll,goal2.gripper
16.6838,,499,-31.560439560439562,-4.3076923076923075,-0.7032967032967034,93.58241758241758,13.582417582417582,2.637528259231349,1998,1787,2583,2983,2203,1484,-950,0,0,0,0,0,-296,-164,-41,30,-30,-69,121,124,122,124,121,123,43,44,44,46,44,45,11,62,4,0,2,12,0,0,0,0,0,0
16.7172,,500,-32.967032967032964,-4.131868131868132,-0.7032967032967034,93.58241758241758,13.846153846153847,2.637528259231349,1967,1786,2583,2983,2203,1484,-900,-50,0,0,0,0,-254,-153,-41,30,0,-69,121,124,122,124,121,123,43,44,44,46,44,45,4,57,4,1,0,11,0,0,0,0,0,0
16.7506,,501,-34.1978021978022,-4.043956043956044,-0.7032967032967034,93.58241758241758,13.934065934065934,2.637528259231349,1938,1786,2583,2983,2203,1484,-850,0,0,0,0,0,-198,-146,-41,30,23,-69,121,124,122,124,121,123,43,44,44,46,44,45,2,51,4,1,0,11,0,0,0,0,0,0
16.784,,502,-35.34065934065934,-3.956043956043956,-0.7032967032967034,93.58241758241758,14.021978021978022,2.637528259231349,1914,1786,2583,2983,2203,1484,-750,0,0,0,0,0,-231,-143,-41,30,27,-69,121,124,122,124,121,123,43,44,43,46,44,45,2,48,4,1,2,10,0,0,0,0,0,0
16.8174,,503,-36.48351648351648,-3.956043956043956,-0.7032967032967034,93.58241758241758,14.021978021978022,2.637528259231349,1893,1786,2583,2983,2203,1484,-700,0,0,0,0,0,-143,-139,-41,30,30,-69,121,124,122,124,121,123,43,44,44,46,44,45,1,47,4,2,2,11,0,0,0,0,0,0
16.8508,,504,-37.53846153846154,-3.956043956043956,-0.7032967032967034,93.58241758241758,14.021978021978022,2.637528259231349,1874,1786,2583,2983,2203,1484,-550,0,0,0,0,0,-203,-139,-41,30,30,-69,121,124,122,124,121,123,43,44,44,46,44,45,3,47,4,0,3,11,0,0,0,0,0,0
16.8842,,505,-38.417582417582416,-3.956043956043956,-0.7032967032967034,93.58241758241758,14.10989010989011,2.637528259231349,1859,1786,2583,2983,2203,1484,-500,0,0,0,0,0,-180,-139,-41,30,30,-69,121,124,122,124,121,123,43,44,44,46,44,45,1,47,4,1,3,10,0,0,0,0,0,0
16.9176,,506,-39.032967032967036,-3.956043956043956,-0.7032967032967034,93.49450549450549,14.10989010989011,2.637528259231349,1847,1786,2583,2983,2203,1484,-400,0,0,0,0,0,-76,-139,-41,30,34,-69,121,124,122,124,121,123,43,44,44,46,44,45,10,46,3,0,2,10,0,0,0,0,0,0
16.951,,507,-39.20879120879121,-3.868131868131868,-0.7032967032967034,93.49450549450549,14.10989010989011,2.637528259231349,1835,1786,2583,2983,2203,1484,-400,0,0,0,0,0,-40,-139,-41,27,34,-69,121,124,122,124,121,123,43,44,44,46,44,45,4,46,4,0,3,11,0,0,0,0,0,0
16.9844,,508,-39.032967032967036,-3.868131868131868,-0.7032967032967034,93.31868131868131,14.10989010989011,2.637528259231349,1825,1786,2583,2983,2203,1484,-300,0,0,0,0,0,-108,-136,-41,27,34,-69,121,124,122,124,121,123,43,44,44,46,44,45,4,45,4,1,3,10,0,0,0,0,0,0
17.0178,,509,-38.417582417582416,-3.78021978021978,-0.7912087912087912,93.23076923076923,14.197802197802197,2.637528259231349,1820,1786,2583,2983,2203,1484,-200,0,0,0,0,0,-76,-136,-41,0,34,-69,121,124,122,124,121,123,43,44,43,46,44,45,1,44,4,0,3,10,0,0,0,0,0,0
17.0514,,510,-37.8021978021978,-3.78021978021978,-0.7912087912087912,93.14285714285714,14.197802197802197,2.637528259231349,1817,1786,2583,2983,2203,1484,-100,0,0,0,0,0,-26,-132,-44,0,37,-69,121,124,122,124,121,123,43,44,44,46,44,45,1,42,3,0,4,11,0,0,0,0,0,0
17.0848,,511,-36.395604395604394,-3.78021978021978,-0.7912087912087912,93.14285714285714,14.197802197802197,2.637528259231349,1817,1786,2583,2983,2203,1484,0,0,0,0,0,0,0,-132,-44,0,37,-69,121,124,122,125,121,123,43,44,44,46,44,45,1,42,4,0,3,11,0,0,0,0,0,0
17.1182,,512,-34.81318681318681,-3.78021978021978,-0.7912087912087912,93.05494505494505,14.197802197802197,2.637528259231349,1818,1786,2583,2983,2203,1484,0,0,0,0,0,0,97,-132,-44,0,37,-69,121,124,122,125,121,123,43,44,44,46,44,45,10,42,4,0,4,11,0,0,0,0,0,0
17.1516,,513,-33.23076923076923,-3.78021978021978,-0.7912087912087912,93.05494505494505,14.197802197802197,2.637528259231349,1820,1786,2583,2983,2203,1484,50,0,0,0,0,0,159,-132,-44,-23,37,-69,121,124,122,124,121,123,43,44,44,46,44,45,23,43,4,0,4,11,0,0,0,0,0,0
17.1852,,514,-31.208791208791208,-3.78021978021978,-0.7912087912087912,93.05494505494505,14.197802197802197,2.637528259231349,1830,1786,2583,2983,2203,1484,100,0,0,0,0,0,190,-132,-44,-23,37,-69,121,124,122,124,121,123,43,44,44,46,44,45,24,43,4,0,4,11,0,0,0,0,0,0
17.2187,,515,-28.747252747252748,-3.78021978021978,-0.7912087912087912,92.96703296703296,14.197802197802197,2.637528259231349,1843,1786,2583,2983,2203,1484,350,0,0,0,0,0,226,-132,-44,-23,37,-69,121,124,122,124,121,123,43,44,43,46,44,45,25,42,4,0,3,11,0,0,0,0,0,0
17.2521,,516,-26.197802197802197,-3.78021978021978,-0.7912087912087912,92.96703296703296,14.197802197802197,2.637528259231349,1858,1786,2583,2983,2203,1484,400,0,0,0,0,0,183,-132,-44,-27,37,-69,121,124,122,124,121,123,43,44,44,46,44,45,38,43,4,0,3,11,0,0,0,0,0,0
17.2855,,517,-23.384615384615383,-3.78021978021978,-0.7912087912087912,92.96703296703296,14.197802197802197,2.637528259231349,1876,1786,2583,2983,2204,1484,550,0,0,0,0,0,231,-132,-44,-27,37,-69,121,123,122,124,121,123,43,44,43,46,44,45,46,42,4,0,4,11,0,0,0,0,0,0
17.3189,,518,-20.835164835164836,-3.78021978021978,-0.7912087912087912,92.96703296703296,14.461538461538462,2.637528259231349,1897,1786,2583,2983,2204,1484,650,0,0,0,50,0,270,-132,-44,-27,34,-69,121,123,122,124,121,123,43,44,44,46,44,45,50,42,5,0,2,11,0,0,0,0,0,0
17.3524,,519,-18.285714285714285,-3.78021978021978,-0.7912087912087912,92.96703296703296,15.428571428571429,2.637528259231349,1921,1786,2583,2983,2204,1484,650,0,0,0,0,0,289,-132,-44,-27,44,-69,121,123,122,124,121,123,43,44,44,46,44,45,67,42,4,1,4,11,0,0,0,0,0,0
17.3857,,520,-15.736263736263735,-3.78021978021978,-0.7912087912087912,92.96703296703296,16.395604395604394,2.637528259231349,1947,1786,2583,2983,2207,1484,800,0,0,0,0,0,379,-132,-44,-27,95,-69,121,123,122,124,121,123,43,44,44,46,44,45,57,43,4,1,5,11,0,0,0,0,0,0
17.4192,,521,-13.274725274725276,-3.78021978021978,-0.7912087912087912,92.96703296703296,17.01098901098901,2.637528259231349,1976,1786,2583,2983,2213,1484,800,0,0,0,200,0,289,-132,-44,-27,121,-69,121,123,122,124,121,123,43,44,44,46,44,45,61,42,4,0,11,12,0,0,0,0,0,0
17.4526,,522,-10.725274725274724,-3.78021978021978,-0.8791208791208791,92.96703296703296,17.36263736263736,2.637528259231349,2004,1786,2583,2983,2222,1484,850,0,0,0,250,0,311,-132,-44,-27,106,-69,121,123,122,124,121,123,43,44,44,46,44,45,46,42,4,0,4,11,0,0,0,0,0,0
17.486,,523,-8.175824175824175,-3.78021978021978,-0.8791208791208791,92.96703296703296,17.45054945054945,2.637528259231349,2033,1786,2583,2983,2228,1484,800,0,0,0,250,0,309,-132,-48,-27,79,-69,121,123,122,124,121,123,43,44,44,46,44,45,32,42,5,1,3,11,0,0,0,0,0,0
17.5194,,524,-5.802197802197802,-3.78021978021978,-0.967032967032967,92.87912087912088,17.45054945054945,2.637528259231349,2060,1786,2583,2983,2234,1484,850,0,0,0,150,0,304,-132,-48,-27,62,-69,121,123,122,124,121,123,43,44,44,46,44,45,50,42,4,0,0,11,0,0,0,0,0,0
17.5528,,525,-3.340659340659341,-3.78021978021978,-0.967032967032967,92.87912087912088,17.45054945054945,2.637528259231349,2088,1786,2583,2983,2238,1484,850,0,0,0,150,0,296,-132,-51,-30,48,-69,121,123,122,124,121,123,43,44,44,46,44,45,39,42,6,1,1,11,0,0,0,0,0,0
17.5863,,526,-1.2307692307692308,-3.78021978021978,-0.967032967032967,92.87912087912088,17.45054945054945,2.637528259231349,2117,1786,2583,2984,2240,1484,850,0,0,50,50,0,289,-132,-51,-34,41,-69,121,123,121,124,121,123,43,44,43,46,44,45,49,43,5,2,2,11,0,0,0,0,0,0
17.6197,,527,0.7032967032967034,-3.868131868131868,-1.054945054945055,92.87912087912088,17.45054945054945,2.637528259231349,2143,1786,2583,2985,2242,1484,850,0,0,0,50,0,301,-132,-51,-37,30,-69,121,123,121,124,121,123,43,44,44,46,44,45,51,42,5,3,1,12,0,0,0,0,0,0
17.6531,,528,2.7252747252747254,-4.043956043956044,-1.054945054945055,92.87912087912088,17.45054945054945,2.637528259231349,2172,1786,2583,2985,2243,1484,800,0,0,0,50,0,275,-136,-55,-37,27,-69,121,123,121,124,121,123,43,44,44,46,44,45,48,45,7,2,1,11,0,0,0,0,0,0
17.6864,,529,4.483516483516484,-4.3076923076923075,-1.054945054945055,92.87912087912088,17.45054945054945,2.637528259231349,2197,1786,2583,2985,2243,1484,750,0,0,0,0,0,346,-143,-55,-37,27,-69,121,123,121,124,121,123,43,44,44,46,44,45,30,49,7,2,1,11,0,0,0,0,0,0
17.7198,,530,5.802197802197802,-4.65934065934066,-1.054945054945055,92.87912087912088,17.45054945054945,2.637528259231349,2221,1786,2583,2985,2243,1484,750,0,0,0,0,0,319,-153,-55,-37,27,-69,121,123,121,124,121,123,43,44,44,46,44,45,29,58,7,3,1,11,0,0,0,0,0,0
17.7533,,531,6.769230769230769,-4.923076923076923,-1.1428571428571428,92.87912087912088,17.36263736263736,2.637528259231349,2245,1786,2583,2985,2243,1484,700,0,0,0,0,0,229,-173,-55,-37,27,-69,121,123,121,124,121,123,43,44,44,46,44,45,37,68,7,3,1,11,0,0,0,0,0,0
17.7867,,532,7.736263736263736,-4.923076923076923,-1.2307692307692308,92.87912087912088,17.36263736263736,2.637528259231349,2266,1786,2583,2985,2243,1484,600,0,0,0,0,0,266,-178,-58,-37,23,-69,121,123,121,124,121,123,43,44,44,46,44,45,29,76,9,3,0,11,0,0,0,0,0,0
17.8201,,533,8.087912087912088,-5.186813186813187,-1.2307692307692308,92.96703296703296,17.36263736263736,2.637528259231349,2284,1786,2583,2985,2243,1484,600,0,0,0,0,0,145,-178,-62,-37,23,-69,121,123,121,124,120,123,43,44,44,46,44,45,17,75,9,2,0,11,0,0,0,0,0,0
17.8536,,534,8.087912087912088,-5.362637362637362,-1.054945054945055,93.05494505494505,17.45054945054945,2.637528259231349,2298,1786,2583,2985,2243,1484,450,0,0,0,0,0,167,-189,-62,-34,23,-69,121,123,121,124,120,123,43,44,43,46,44,45,8,83,9,2,0,11,0,0,0,0,0,0
17.887,,535,8.0,-5.450549450549451,-0.8791208791208791,93.23076923076923,17.45054945054945,2.637528259231349,2309,1786,2583,2986,2243,1484,350,0,0,50,0,0,125,-196,-55,-34,27,-69,121,123,122,124,121,123,43,44,44,46,44,45,6,89,7,1,1,11,0,0,0,0,0,0
17.9203,,536,7.648351648351649,-5.626373626373627,-0.8791208791208791,93.31868131868131,17.45054945054945,2.637528259231349,2317,1786,2583,2986,2243,1484,200,0,0,0,0,0,101,-199,-48,-27,27,-69,121,123,121,124,121,123,43,44,44,46,44,45,7,91,5,0,1,11,0,0,0,0,0,0
17.9537,,537,7.56043956043956,-5.714285714285714,-0.8791208791208791,93.31868131868131,17.36263736263736,2.637528259231349,2320,1786,2583,2986,2243,1484,150,0,0,0,0,0,71,-206,-48,-23,27,-69,121,123,121,124,121,123,43,44,43,46,44,45,2,97,6,0,2,11,0,0,0,0,0,0
17.9872,,538,7.56043956043956,-6.241758241758242,-0.8791208791208791,93.4065934065934,16.835164835164836,2.637528259231349,2321,1786,2583,2986,2243,1484,50,0,0,0,0,0,62,-210,-48,-23,23,-69,121,123,121,124,121,123,43,44,44,46,44,45,8,100,6,0,0,11,0,0,0,0,0,0
18.0206,,539,7.384615384615385,-7.56043956043956,-0.7912087912087912,93.49450549450549,16.571428571428573,2.637528259231349,2321,1786,2583,2986,2243,1484,0,0,0,0,0,0,62,-231,-48,0,-30,-69,121,123,121,124,120,123,43,44,44,46,44,45,8,120,5,0,2,11,0,0,0,0,0,0
18.054,,540,7.208791208791209,-9.23076923076923,-0.7912087912087912,93.49450549450549,16.483516483516482,2.637528259231349,2321,1782,2583,2986,2243,1484,0,-150,0,0,0,0,55,-292,-44,0,-41,-69,121,123,121,124,120,123,43,44,43,46,44,45,7,133,4,0,4,11,0,0,0,0,0,0
18.0875,,541,7.208791208791209,-11.428571428571429,-0.7912087912087912,93.49450549450549,16.307692307692307,2.637528259231349,2322,1774,2583,2986,2243,1484,50,-200,0,0,0,0,44,-346,-44,0,-44,-69,121,123,121,124,120,123,43,44,44,46,44,45,5,144,4,0,4,11,0,0,0,0,0,0
18.1209,,542,7.208791208791209,-14.065934065934066,-0.7912087912087912,93.49450549450549,15.868131868131869,2.637528259231349,2322,1761,2583,2986,2243,1484,0,-350,0,0,0,0,44,-299,-44,0,-51,-69,121,123,121,124,120,123,43,44,43,46,44,45,4,173,4,0,6,12,0,0,0,0,0,0
18.1543,,543,7.1208791208791204,-16.967032967032967,-0.7912087912087912,93.49450549450549,14.637362637362637,2.637528259231349,2322,1743,2583,2987,2243,1484,0,-450,0,0,0,0,44,-425,-44,0,-69,-69,121,123,121,124,120,123,43,44,44,46,44,45,4,136,4,0,11,11,0,0,0,0,0,0
18.1877,,544,7.1208791208791204,-20.043956043956044,-0.7912087912087912,93.4065934065934,13.406593406593407,2.637528259231349,2322,1720,2583,2987,2239,1484,0,-650,0,0,-100,0,41,-369,-44,0,-130,-69,121,123,121,124,120,123,43,44,44,46,44,45,3,163,4,0,26,11,0,0,0,0,0,0
18.2211,,545,7.1208791208791204,-22.945054945054945,-0.7912087912087912,93.4065934065934,12.791208791208792,2.637528259231349,2322,1695,2583,2987,2231,1484,0,-750,0,0,-200,0,41,-415,-44,-23,-161,-69,121,123,121,124,120,122,43,44,44,46,44,45,4,171,4,0,18,11,0,0,0,0,0,0
18.2546,,546,7.1208791208791204,-25.318681318681318,-0.7912087912087912,93.4065934065934,12.527472527472527,2.637528259231349,2322,1666,2583,2987,2222,1484,0,-800,0,0,-300,0,41,-431,-44,-23,-132,-69,121,123,121,124,120,122,43,44,44,46,44,45,4,171,4,0,12,11,0,0,0,0,0,0
18.288,,547,7.1208791208791204,-27.692307692307693,-0.7912087912087912,93.4065934065934,12.527472527472527,2.637528259231349,2322,1635,2583,2987,2214,1484,0,-900,0,0,-250,0,41,-417,-44,-23,-104,-69,121,123,121,124,120,122,43,44,43,46,44,45,4,159,5,0,6,11,0,0,0,0,0,0
18.3214,,548,7.1208791208791204,-29.89010989010989,-0.7912087912087912,93.4065934065934,12.43956043956044,2.637528259231349,2322,1603,2583,2987,2208,1484,0,-950,0,0,-200,0,41,-395,-44,-23,-83,-69,121,123,121,124,120,123,43,44,44,46,44,45,4,129,5,0,6,11,0,0,0,0,0,0
18.3548,,549,7.1208791208791204,-31.824175824175825,-0.7912087912087912,93.31868131868131,12.43956043956044,2.637528259231349,2322,1572,2583,2988,2205,1484,0,-950,0,0,-150,0,41,-401,-44,-27,-76,-69,121,123,121,124,120,123,43,44,44,46,44,45,4,108,5,1,4,12,0,0,0,0,0,0
18.3882,,550,7.032967032967033,-33.84615384615385,-0.7912087912087912,93.31868131868131,12.43956043956044,2.637528259231349,2322,1541,2583,2988,2201,1484,0,-950,0,0,-100,0,41,-363,-44,-30,-62,-69,121,123,121,124,120,123,43,44,44,46,44,45,4,86,4,1,5,11,0,0,0,0,0,0
18.4217,,551,7.032967032967033,-35.69230769230769,-0.7912087912087912,93.31868131868131,12.43956043956044,2.637528259231349,2323,1511,2583,2988,2199,1484,50,-900,0,0,-50,0,34,-331,-44,-30,-51,-69,121,123,121,124,121,123,43,44,43,46,44,45,2,61,4,0,5,11,0,0,0,0,0,0
18.4551,,552,7.032967032967033,-37.45054945054945,-0.7912087912087912,93.31868131868131,12.43956043956044,2.637528259231349,2323,1485,2583,2988,2197,1484,0,-850,0,0,-50,0,34,-299,-44,-30,-44,-69,121,123,121,124,121,123,43,44,44,46,44,45,2,47,4,0,3,11,0,0,0,0,0,0
18.4885,,553,6.945054945054945,-38.94505494505494,-0.7912087912087912,93.31868131868131,12.43956043956044,2.637528259231349,2323,1458,2583,2988,2196,1484,0,-800,0,0,0,0,34,-266,-44,-30,-41,-69,121,123,122,124,121,123,43,44,44,46,44,45,2,52,4,0,4,11,0,0,0,0,0,0
18.5219,,554,6.681318681318682,-40.35164835164835,-0.7912087912087912,93.31868131868131,12.43956043956044,2.637528259231349,2323,1433,2583,2988,2195,1484,0,-750,0,0,-50,0,30,-353,-44,-30,-37,-69,121,124,122,124,121,123,43,44,43,46,44,45,2,40,4,1,3,12,0,0,0,0,0,0
18.5554,,555,5.802197802197802,-41.582417582417584,-0.7912087912087912,93.4065934065934,12.43956043956044,2.637528259231349,2323,1410,2583,2988,2195,1484,0,-700,0,0,0,0,0,-235,-44,-30,-37,-69,121,124,122,124,121,123,43,44,44,46,44,45,0,35,4,1,4,11,0,0,0,0,0,0
18.5888,,556,4.65934065934066,-42.72527472527472,-0.7032967032967034,93.4065934065934,12.351648351648352,2.637528259231349,2323,1389,2583,2988,2195,1484,0,-650,0,0,0,0,-70,-196,-44,-27,-37,-69,121,124,122,124,121,123,43,44,44,46,44,45,6,25,4,0,3,11,0,0,0,0,0,0
18.6222,,557,3.340659340659341,-43.78021978021978,-0.7032967032967034,93.4065934065934,12.351648351648352,2.637528259231349,2321,1369,2583,2988,2195,1484,0,-600,0,0,0,0,-106,-165,-41,-27,-41,-69,121,124,122,124,121,123,43,44,44,46,44,45,12,26,4,0,4,11,0,0,0,0,0,0
18.6556,,558,1.934065934065934,-44.92307692307692,-0.7032967032967034,93.4065934065934,12.263736263736265,2.637528259231349,2314,1351,2583,2988,2195,1484,-150,-550,0,0,0,0,-136,-218,-41,-27,-41,-69,121,124,122,124,121,123,43,44,43,46,44,45,17,18,4,0,4,12,0,0,0,0,0,0
18.689,,559,0.6153846153846154,-45.89010989010989,-0.7032967032967034,93.4065934065934,12.175824175824175,2.637528259231349,2303,1335,2583,2988,2195,1484,-300,-500,0,0,0,0,-173,-235,-41,-27,-44,-69,121,124,122,124,121,123,43,44,44,46,44,45,11,24,4,0,4,11,0,0,0,0,0,0
18.7224,,560,-0.43956043956043955,-46.76923076923077,-0.7032967032967034,93.4065934065934,11.208791208791208,2.637528259231349,2290,1319,2583,2989,2195,1484,-400,-500,0,50,0,0,-90,-119,-41,-30,-48,-69,121,124,122,124,121,123,43,44,44,46,44,45,18,10,4,1,4,11,0,0,0,0,0,0
18.7558,,561,-1.054945054945055,-47.38461538461539,-0.7032967032967034,93.4065934065934,9.89010989010989,2.637528259231349,2275,1305,2583,2989,2193,1484,-500,-450,0,0,0,0,-155,-185,-41,-30,-104,-69,121,124,122,124,121,123,43,44,44,46,44,45,4,13,4,0,17,11,0,0,0,0,0,0
18.7893,,562,-1.1428571428571428,-48.0,-0.7032967032967034,93.4065934065934,8.835164835164836,2.637528259231349,2263,1291,2583,2989,2187,1484,-350,-450,0,0,-200,0,-115,-54,-41,-30,-135,-69,121,124,122,124,121,123,43,44,43,46,44,45,4,6,4,1,24,10,0,0,0,0,0,0
18.8227,,563,-1.2307692307692308,-48.527472527472526,-0.6153846153846154,93.4065934065934,8.219780219780219,2.637528259231349,2253,1280,2582,2989,2177,1484,-250,-300,-50,0,-250,0,37,-155,-37,-30,-156,-69,121,124,122,124,121,123,43,44,44,46,44,45,2,5,3,0,13,11,0,0,0,0,0,0
18.8561,,564,-1.3186813186813187,-48.61538461538461,-0.6153846153846154,93.4065934065934,7.78021978021978,2.8636021100226077,2247,1270,2582,2989,2167,1484,-200,-300,0,0,-300,0,-69,-43,-34,-30,-131,-69,121,124,122,124,121,123,43,44,44,46,44,45,2,10,3,1,5,12,0,0,0,0,0,0
18.8895,,565,-1.4065934065934067,-48.61538461538461,-0.6153846153846154,93.4065934065934,7.516483516483516,3.089675960813866,2243,1262,2582,2989,2159,1484,-150,-300,0,0,-300,0,-55,-86,-34,-30,-19,-55,121,124,122,125,121,123,43,44,43,46,44,45,2,4,1,0,5,6,0,0,0,0,0,0
18.9229,,566,-1.4945054945054945,-48.7032967032967,-0.6153846153846154,93.4065934065934,7.164835164835165,3.089675960813866,2240,1257,2582,2989,2152,1484,-100,-150,0,0,-200,0,-48,-65,-34,-30,-86,-44,121,124,122,125,121,124,43,44,44,46,44,45,2,4,2,0,7,3,0,0,0,0,0,0
18.9563,,567,-1.4945054945054945,-49.31868131868132,-0.6153846153846154,93.49450549450549,6.989010989010989,2.8636021100226077,2238,1251,2582,2989,2147,1484,-100,-150,0,0,-200,0,-41,-51,-34,-30,-79,-44,122,124,122,125,121,124,43,44,43,46,44,45,2,3,2,1,2,4,0,0,0,0,0,0
18.9897,,568,-1.4945054945054945,-50.637362637362635,-0.6153846153846154,93.49450549450549,7.164835164835165,2.8636021100226077,2237,1245,2582,2989,2142,1484,-50,-250,0,0,-150,0,-37,43,-34,-27,45,-55,121,124,122,125,121,124,43,44,44,46,44,45,1,5,2,0,8,8,0,0,0,0,0,0
19.0232,,569,-1.4945054945054945,-52.13186813186813,-0.6153846153846154,93.49450549450549,7.78021978021978,2.93896006028636,2234,1240,2582,2989,2139,1484,-100,-150,0,0,-100,0,-30,-32,-34,-27,-55,-55,121,124,122,125,121,124,43,44,43,46,44,45,1,14,2,0,4,8,0,0,0,0,0,0
19.0567,,570,-1.4945054945054945,-53.714285714285715,-0.6153846153846154,93.49450549450549,7.956043956043956,3.014318010550113,2232,1231,2582,2989,2139,1484,-100,-150,0,0,0,0,-23,-58,-34,-27,17,-51,122,124,122,125,121,124,43,44,44,46,44,45,1,13,1,0,1,5,0,0,0,0,0,0
19.0901,,571,-1.4945054945054945,-55.032967032967036,-0.6153846153846154,93.49450549450549,7.956043956043956,3.089675960813866,2232,1220,2582,2989,2139,1484,0,-300,0,0,0,0,0,-83,-34,-27,0,-48,122,124,122,125,121,124,43,44,44,46,44,45,0,5,1,0,0,4,0,0,0,0,0,0
19.1235,,572,-1.4945054945054945,-55.824175824175825,-0.6153846153846154,93.49450549450549,7.868131868131868,3.089675960813866,2232,1207,2582,2989,2139,1484,0,-350,0,0,0,0,0,-167,-34,-27,0,-44,122,124,122,125,121,124,43,44,44,46,44,45,0,8,2,0,0,4,0,0,0,0,0,0
19.157,,573,-1.4945054945054945,-56.08791208791209,-0.6153846153846154,93.49450549450549,7.516483516483516,3.089675960813866,2232,1194,2582,2989,2139,1484,0,-400,0,0,0,0,0,-164,-34,-27,-23,-44,122,124,122,125,121,124,43,44,44,46,44,45,0,3,2,0,0,4,0,0,0,0,0,0
19.1904,,574,-1.5824175824175823,-56.35164835164835,-0.6153846153846154,93.49450549450549,7.428571428571429,2.7882441597588548,2232,1180,2582,2989,2139,1484,0,-500,0,0,0,0,0,20,-34,-27,-37,-44,122,124,122,125,121,124,43,44,43,46,44,45,0,0,3,0,4,4,0,0,0,0,0,0
19.2238,,575,-1.5824175824175823,-56.43956043956044,-0.6153846153846154,93.49450549450549,7.252747252747253,2.7128862094951014,2232,1171,2582,2989,2139,1484,0,-250,0,0,0,0,-23,-76,-34,-27,-41,-66,122,124,122,125,121,124,43,44,44,46,44,45,0,0,2,0,4,10,0,0,0,0,0,0
19.2572,,576,-1.6703296703296704,-56.967032967032964,-0.6153846153846154,93.49450549450549,7.164835164835165,2.637528259231349,2232,1164,2582,2989,2139,1484,0,-150,0,0,0,0,-23,-51,-34,-27,-48,-65,122,124,122,125,121,124,43,44,44,46,44,45,1,1,2,0,6,11,0,0,0,0,0,0
19.2907,,577,-1.934065934065934,-57.67032967032967,-0.6153846153846154,93.4065934065934,7.076923076923077,2.637528259231349,2231,1157,2581,2989,2139,1484,0,-200,-50,0,0,0,-23,-75,-30,-27,-51,-69,122,124,122,125,121,124,43,44,43,46,44,45,1,1,0,1,7,12,0,0,0,0,0,0
19.3241,,578,-2.901098901098901,-58.285714285714285,-0.6153846153846154,93.4065934065934,7.076923076923077,2.637528259231349,2230,1151,2580,2989,2139,1484,-50,-150,0,0,0,0,-30,-82,-27,-30,-55,-69,122,124,122,125,121,124,43,44,44,46,44,45,2,1,1,1,8,11,0,0,0,0,0,0
19.3575,,579,-3.956043956043956,-59.252747252747255,-0.5274725274725275,93.4065934065934,7.076923076923077,2.637528259231349,2229,1144,2580,2989,2139,1484,0,-200,0,0,0,0,-89,49,-27,-30,-55,-69,121,124,122,125,121,123,43,44,44,46,44,45,11,0,0,1,8,12,0,0,0,0,0,0
19.3909,,580,-5.186813186813187,-60.395604395604394,-0.26373626373626374,93.31868131868131,7.076923076923077,2.637528259231349,2223,1138,2580,2989,2139,1484,-100,-200,0,0,0,0,-112,-97,-23,-30,-55,-69,121,124,122,125,121,123,43,44,43,46,44,45,9,2,0,0,8,11,0,0,0,0,0,0
19.4242,,581,-6.241758241758242,-61.53846153846154,0.0,93.4065934065934,7.076923076923077,2.637528259231349,2215,1130,2581,2989,2139,1484,-250,-200,50,0,0,0,-131,-105,0,-34,-55,-69,121,124,122,125,121,123,43,44,44,46,44,45,7,10,0,2,8,11,0,0,0,0,0,0
19.4576,,582,-6.857142857142857,-62.94505494505494,0.7032967032967034,93.4065934065934,7.076923076923077,2.637528259231349,2205,1120,2584,2989,2139,1484,-250,-300,100,0,0,0,-154,-51,0,-30,-55,-69,122,124,122,125,121,123,43,44,44,46,44,45,12,9,0,1,8,11,0,0,0,0,0,0
19.491,,583,-7.032967032967033,-64.52747252747253,1.8461538461538463,93.4065934065934,7.164835164835165,2.637528259231349,2195,1109,2588,2989,2139,1484,-350,-350,100,0,0,0,-38,-155,-72,-30,-55,-69,121,124,122,125,121,123,43,44,44,46,44,45,6,6,1,1,7,11,0,0,0,0,0,0
19.5244,,584,-7.032967032967033,-65.75824175824175,3.5164835164835164,93.31868131868131,7.164835164835165,2.637528259231349,2187,1095,2594,2989,2139,1484,-300,-350,150,0,0,0,-86,-168,81,-30,-51,-69,121,124,122,125,121,123,43,44,44,46,44,45,1,8,2,1,6,11,0,0,0,0,0,0
