t,marker,frame_idx,goal_pos.shoulder_pan,goal_pos.shoulder_lift,goal_pos.elbow_flex,goal_pos.wrist_flex,goal_pos.wrist_roll,goal_pos.gripper,pos.shoulder_pan,pos.shoulder_lift,pos.elbow_flex,pos.wrist_flex,pos.wrist_roll,pos.gripper,vel.shoulder_pan,vel.shoulder_lift,vel.elbow_flex,vel.wrist_flex,vel.wrist_roll,vel.gripper,load.shoulder_pan,load.shoulder_lift,load.elbow_flex,load.wrist_flex,load.wrist_roll,load.gripper,volt.shoulder_pan,volt.shoulder_lift,volt.elbow_flex,volt.wrist_flex,volt.wrist_roll,volt.gripper,temp.shoulder_pan,temp.shoulder_lift,temp.elbow_flex,temp.wrist_flex,temp.wrist_roll,temp.gripper,curr.shoulder_pan,curr.shoulder_lift,curr.elbow_flex,curr.wrist_flex,curr.wrist_roll,curr.gripper,goal2.shoulder_pan,goal2.shoulder_lift,goal2.elbow_flex,goal2.wrist_flex,goal2.wrist_roll,goal2.gripper
4.2758,,128,11.692307692307692,-11.252747252747254,-24.35164835164835,82.68131868131869,17.714285714285715,2.4868123587038435,2391,1873,2355,2870,2249,1479,-100,-1150,0,0,0,0,-61,-576,-189,-41,0,-58,120,122,120,122,119,121,43,44,44,46,44,45,4,227,79,3,0,8,0,0,0,0,0,0
4.3093,,129,11.692307692307692,-13.89010989010989,-24.35164835164835,82.68131868131869,17.36263736263736,2.4868123587038435,2388,1833,2355,2870,2249,1479,-100,-1200,0,0,0,0,-44,-544,-185,-41,0,-58,120,122,120,122,119,122,43,44,44,46,44,45,3,215,76,3,0,8,0,0,0,0,0,0
4.3427,,130,11.692307692307692,-16.439560439560438,-24.35164835164835,82.68131868131869,17.36263736263736,2.4868123587038435,2385,1796,2355,2870,2249,1479,-100,-1150,0,0,0,0,83,-544,-185,-41,-36,-58,120,122,120,123,119,122,43,44,44,46,44,45,0,169,77,2,3,9,0,0,0,0,0,0
4.3762,,131,11.692307692307692,-18.725274725274726,-24.35164835164835,82.68131868131869,17.36263736263736,2.4868123587038435,2383,1757,2355,2870,2248,1479,-100,-1200,0,0,0,0,94,-503,-185,-41,-27,-58,120,122,120,123,119,122,43,44,44,46,44,45,0,173,78,3,2,9,0,0,0,0,0,0
4.4096,,132,11.692307692307692,-20.923076923076923,-24.35164835164835,82.68131868131869,17.274725274725274,2.4868123587038435,2382,1720,2355,2870,2248,1479,-50,-1100,0,0,0,0,0,-461,-185,-41,-27,-58,120,122,121,123,120,122,43,44,44,46,44,45,0,122,77,3,1,8,0,0,0,0,0,0
4.443,,133,11.692307692307692,-23.12087912087912,-24.35164835164835,82.68131868131869,17.186813186813186,2.4868123587038435,2382,1687,2355,2870,2248,1479,0,-1050,0,0,0,0,0,-416,-185,-41,-30,-58,120,122,121,123,120,122,43,44,44,46,44,45,0,127,78,4,2,8,0,0,0,0,0,0
4.4765,,134,11.692307692307692,-25.054945054945055,-24.35164835164835,82.68131868131869,17.186813186813186,2.4868123587038435,2383,1654,2355,2870,2248,1479,0,-1000,0,0,0,0,-23,-416,-185,-41,-34,-58,120,123,121,123,120,122,43,44,44,46,44,45,1,100,77,4,3,9,0,0,0,0,0,0
4.5099,,135,11.692307692307692,-26.9010989010989,-24.35164835164835,82.68131868131869,17.0989010989011,2.4868123587038435,2383,1622,2355,2870,2248,1479,0,-900,0,0,0,0,-23,-377,-185,-41,-34,-58,121,123,121,123,120,122,43,44,44,46,44,45,0,88,77,3,4,9,0,0,0,0,0,0
4.5434,,136,11.692307692307692,-28.65934065934066,-24.35164835164835,82.68131868131869,17.01098901098901,2.4868123587038435,2382,1593,2355,2870,2248,1479,0,-900,0,0,0,0,0,-427,-185,-41,-37,-58,121,123,121,123,120,122,43,44,44,46,44,45,0,79,77,3,4,9,0,0,0,0,0,0
4.5769,,137,11.692307692307692,-30.417582417582416,-24.35164835164835,82.68131868131869,17.01098901098901,2.4868123587038435,2381,1566,2355,2870,2248,1479,0,-800,0,0,0,0,0,-306,-185,-41,-41,-58,121,123,121,124,120,122,43,44,44,46,44,45,0,69,77,3,4,8,0,0,0,0,0,0
4.6103,,138,11.692307692307692,-31.912087912087912,-24.35164835164835,82.68131868131869,17.01098901098901,2.4868123587038435,2381,1540,2355,2870,2248,1479,0,-850,0,0,0,0,0,-361,-185,-41,-41,-58,121,123,121,124,120,123,43,44,44,46,44,45,0,59,78,4,4,9,0,0,0,0,0,0
4.6437,,139,11.692307692307692,-33.23076923076923,-24.35164835164835,82.68131868131869,16.923076923076923,2.4868123587038435,2381,1514,2355,2870,2248,1479,0,-750,0,0,0,0,0,-271,-185,-41,-41,-58,121,123,121,124,120,123,43,44,44,46,44,45,0,54,77,3,4,8,0,0,0,0,0,0
4.6772,,140,11.692307692307692,-34.1978021978022,-24.35164835164835,82.76923076923077,16.923076923076923,2.4868123587038435,2381,1491,2354,2870,2248,1479,0,-700,-50,0,0,0,0,-234,-181,-41,-44,-58,121,123,121,124,120,123,43,44,44,46,44,45,0,57,75,4,5,8,0,0,0,0,0,0
4.7106,,141,11.692307692307692,-34.637362637362635,-24.263736263736263,82.76923076923077,16.923076923076923,2.4868123587038435,2381,1471,2354,2870,2248,1479,0,-650,0,0,0,0,0,-268,-181,-37,-44,-58,121,123,121,124,120,123,43,44,44,46,44,45,0,30,75,2,4,8,0,0,0,0,0,0
4.744,,142,11.692307692307692,-34.637362637362635,-24.263736263736263,83.03296703296704,16.923076923076923,2.4868123587038435,2381,1452,2354,2870,2248,1479,0,-550,0,0,0,0,0,-111,-178,-37,-44,-58,121,123,121,124,120,123,43,44,44,46,44,45,0,12,71,2,4,9,0,0,0,0,0,0
4.7775,,143,11.692307692307692,-34.37362637362637,-24.263736263736263,83.64835164835165,16.923076923076923,2.562170308967596,2381,1438,2354,2870,2248,1479,0,-450,0,0,0,0,0,-146,-178,-27,-44,-58,121,123,121,124,121,123,43,44,44,46,44,45,0,6,71,0,4,8,0,0,0,0,0,0
4.8109,,144,11.604395604395604,-33.75824175824176,-24.175824175824175,84.26373626373626,16.835164835164836,2.562170308967596,2381,1429,2354,2871,2248,1479,0,-250,0,0,0,0,0,-23,-178,36,-44,-55,121,123,122,124,121,123,43,44,44,46,44,45,0,5,71,1,4,7,0,0,0,0,0,0
4.8444,,145,11.516483516483516,-32.61538461538461,-24.175824175824175,84.7032967032967,16.835164835164836,2.562170308967596,2381,1424,2352,2873,2248,1479,0,-200,-50,0,0,0,0,-48,-167,72,-48,-55,121,123,122,124,121,123,43,44,44,46,44,45,0,2,58,4,6,7,0,0,0,0,0,0
4.8778,,146,10.813186813186814,-31.208791208791208,-24.175824175824175,84.79120879120879,16.571428571428573,2.562170308967596,2381,1423,2348,2877,2248,1479,0,-50,-100,100,0,0,-23,48,-69,60,-48,-55,121,123,122,124,121,123,43,44,44,46,44,45,1,1,47,2,6,7,0,0,0,0,0,0
4.9112,,147,9.406593406593407,-29.714285714285715,-24.175824175824175,84.7032967032967,15.780219780219781,2.562170308967596,2380,1423,2345,2882,2248,1479,0,0,-100,150,0,0,-63,101,-146,37,-58,-55,121,124,122,124,121,123,43,44,44,46,44,45,3,11,41,0,10,6,0,0,0,0,0,0
4.9446,,148,7.736263736263736,-28.13186813186813,-24.175824175824175,84.7032967032967,14.813186813186814,2.562170308967596,2376,1427,2342,2884,2246,1479,-100,50,-100,50,-100,0,-118,159,-47,23,-110,-55,121,124,122,124,121,123,43,44,44,46,44,45,7,18,31,0,17,6,0,0,0,0,0,0
4.9781,,149,5.8901098901098905,-26.46153846153846,-24.175824175824175,84.79120879120879,13.934065934065934,2.562170308967596,2367,1439,2339,2885,2240,1479,-250,350,-50,0,-150,0,-166,99,-125,0,-131,-55,121,123,122,124,121,123,43,44,44,46,44,45,12,10,31,0,10,6,0,0,0,0,0,0
5.0115,,150,3.78021978021978,-25.054945054945055,-24.175824175824175,84.79120879120879,13.054945054945055,2.562170308967596,2355,1453,2339,2887,2232,1479,-350,350,0,0,-250,0,-194,201,-122,0,-43,-55,121,123,122,124,121,123,43,44,44,46,44,45,13,9,34,0,16,7,0,0,0,0,0,0
5.0449,,151,1.2307692307692308,-23.824175824175825,-24.175824175824175,84.79120879120879,12.43956043956044,2.562170308967596,2338,1467,2339,2887,2224,1479,-500,400,0,0,-250,0,-134,201,-122,0,-135,-55,121,123,122,124,121,123,43,44,44,46,44,45,14,16,35,0,13,7,0,0,0,0,0,0
5.0783,,152,-1.5824175824175823,-22.681318681318682,-24.175824175824175,84.79120879120879,11.912087912087912,2.562170308967596,2318,1483,2338,2887,2215,1479,-600,450,0,0,-250,0,-247,184,-118,0,-108,-55,121,123,122,124,121,123,43,44,44,46,44,45,20,15,34,0,17,6,0,0,0,0,0,0
5.1117,,153,-5.010989010989011,-21.45054945054945,-24.175824175824175,84.79120879120879,11.648351648351648,2.562170308967596,2299,1501,2338,2887,2207,1479,-550,550,0,0,-250,0,-213,108,-118,0,-126,-55,121,123,122,124,121,123,43,44,44,46,44,45,26,7,32,0,16,7,0,0,0,0,0,0
5.145,,154,-8.615384615384615,-20.21978021978022,-24.175824175824175,84.79120879120879,11.648351648351648,2.562170308967596,2275,1518,2338,2887,2201,1479,-700,700,0,0,-200,0,-345,83,-118,0,23,-55,121,123,122,124,121,123,43,44,44,46,44,45,26,1,32,0,6,6,0,0,0,0,0,0
5.1785,,155,-12.395604395604396,-18.9010989010989,-24.175824175824175,84.79120879120879,11.648351648351648,2.562170308967596,2248,1532,2338,2887,2197,1479,-700,350,0,0,-150,0,-392,80,-118,0,-79,-55,121,123,122,124,121,123,43,44,44,46,44,45,31,7,31,0,4,7,0,0,0,0,0,0
5.212,,156,-15.736263736263735,-17.406593406593405,-24.175824175824175,84.79120879120879,11.648351648351648,2.562170308967596,2217,1548,2338,2887,2194,1479,-900,500,0,0,-100,0,-343,73,-118,0,-65,-55,121,123,122,124,121,123,43,44,44,46,44,45,39,4,32,0,7,7,0,0,0,0,0,0
5.2455,,157,-19.164835164835164,-16.0,-24.175824175824175,84.79120879120879,11.648351648351648,2.562170308967596,2184,1567,2338,2887,2191,1479,-1050,500,0,0,-50,0,-356,150,-118,0,-55,-55,121,123,122,124,121,123,43,44,44,46,44,45,34,1,33,0,7,6,0,0,0,0,0,0
5.279,,158,-22.857142857142858,-15.12087912087912,-24.175824175824175,84.79120879120879,11.648351648351648,2.562170308967596,2147,1588,2339,2887,2189,1479,-1100,650,0,0,-50,0,-388,159,-122,0,-51,-55,121,124,122,124,121,123,43,44,44,46,44,45,45,0,34,0,5,7,0,0,0,0,0,0
5.3125,,159,-26.46153846153846,-14.68131868131868,-24.175824175824175,84.79120879120879,11.648351648351648,2.562170308967596,2111,1611,2339,2887,2188,1479,-1100,750,0,0,-50,0,-310,-25,-122,0,-44,-55,121,123,122,124,121,123,43,44,44,46,44,45,43,0,35,0,4,6,0,0,0,0,0,0
5.346,,160,-29.89010989010989,-14.593406593406593,-24.175824175824175,84.79120879120879,11.648351648351648,2.562170308967596,2073,1625,2339,2887,2187,1479,-1100,500,0,0,-50,0,-408,-83,-122,0,-41,-55,121,123,122,124,121,123,43,44,44,46,44,45,56,2,35,0,4,6,0,0,0,0,0,0
5.3795,,161,-32.967032967032964,-14.593406593406593,-24.175824175824175,84.79120879120879,11.648351648351648,2.562170308967596,2036,1635,2339,2887,2187,1479,-1150,300,0,0,0,0,-405,-30,-122,0,-41,-55,121,123,122,124,121,123,43,44,44,46,44,45,56,3,34,0,4,7,0,0,0,0,0,0
5.4128,,162,-35.956043956043956,-14.76923076923077,-24.175824175824175,84.79120879120879,11.648351648351648,2.562170308967596,1995,1637,2339,2887,2187,1479,-1150,100,0,0,0,0,-385,-41,-122,0,-41,-55,121,123,122,124,121,123,43,44,44,46,44,45,36,4,35,0,4,8,0,0,0,0,0,0
5.4463,,163,-38.68131868131868,-14.945054945054945,-24.175824175824175,84.79120879120879,11.648351648351648,2.562170308967596,1952,1637,2339,2887,2187,1479,-1300,0,0,0,0,0,-389,-48,-122,0,-41,-55,121,123,122,124,121,123,43,44,44,46,44,45,22,5,35,0,4,7,0,0,0,0,0,0
5.4798,,164,-41.40659340659341,-14.945054945054945,-24.175824175824175,84.87912087912088,11.648351648351648,2.562170308967596,1914,1637,2339,2887,2187,1479,-1250,0,0,0,0,0,-355,-55,-122,0,-41,-55,121,123,122,124,121,123,43,44,44,46,44,45,12,7,35,0,4,8,0,0,0,0,0,0
5.5133,,165,-43.78021978021978,-14.945054945054945,-24.175824175824175,84.96703296703296,11.648351648351648,2.562170308967596,1878,1637,2339,2887,2187,1479,-1100,0,0,0,0,0,-327,-55,-122,0,-41,-55,121,123,122,124,121,123,43,44,43,46,44,45,11,8,35,0,4,8,0,0,0,0,0,0
5.5469,,166,-45.714285714285715,-14.68131868131868,-24.175824175824175,84.96703296703296,11.648351648351648,2.562170308967596,1842,1637,2339,2887,2187,1479,-1100,0,0,0,0,0,-296,-55,-122,23,-41,-55,121,123,122,124,121,123,43,44,44,46,44,45,6,7,35,0,4,8,0,0,0,0,0,0
5.5804,,167,-47.56043956043956,-14.505494505494505,-24.175824175824175,84.96703296703296,11.648351648351648,2.562170308967596,1813,1637,2339,2887,2187,1479,-800,0,0,0,0,0,-260,-44,-122,23,-41,-55,121,123,122,124,121,123,43,44,44,46,44,45,20,4,35,0,4,7,0,0,0,0,0,0
5.6138,,168,-49.23076923076923,-14.417582417582418,-24.175824175824175,84.96703296703296,11.648351648351648,2.562170308967596,1786,1637,2339,2887,2187,1479,-900,0,0,0,0,0,-261,-37,-122,23,-41,-55,121,124,122,124,121,123,43,44,43,46,44,45,19,3,35,0,4,7,0,0,0,0,0,0
5.6473,,169,-50.285714285714285,-13.978021978021978,-24.175824175824175,84.96703296703296,11.648351648351648,2.562170308967596,1759,1636,2339,2887,2187,1479,-800,0,0,0,0,0,-225,-30,-122,23,-41,-55,121,123,122,124,121,123,43,44,44,46,44,45,20,1,35,0,4,6,0,0,0,0,0,0
5.6808,,170,-50.37362637362637,-13.538461538461538,-24.175824175824175,84.96703296703296,11.648351648351648,2.562170308967596,1736,1636,2339,2887,2187,1479,-750,0,0,0,0,0,-171,0,-122,23,-41,-55,121,123,122,124,121,123,43,44,44,46,44,45,18,0,35,0,4,8,0,0,0,0,0,0
5.7143,,171,-50.285714285714285,-13.274725274725276,-24.175824175824175,84.96703296703296,11.912087912087912,2.562170308967596,1718,1641,2339,2888,2187,1479,-600,150,0,0,0,0,-86,0,-122,0,-41,-55,121,124,122,124,121,123,43,44,44,46,44,45,12,0,35,0,4,8,0,0,0,0,0,0
5.7477,,172,-49.84615384615385,-13.186813186813186,-24.175824175824175,84.96703296703296,12.087912087912088,2.562170308967596,1707,1648,2339,2888,2187,1479,-400,150,0,0,0,0,-51,0,-122,0,-30,-55,121,124,122,124,121,123,43,44,44,46,44,45,12,0,35,0,2,7,0,0,0,0,0,0
5.7812,,173,-49.582417582417584,-13.186813186813186,-24.175824175824175,84.96703296703296,12.351648351648352,2.562170308967596,1699,1651,2339,2888,2187,1479,-250,100,0,0,0,0,43,-30,-122,0,-23,-55,121,124,122,124,121,123,43,44,44,46,44,45,3,1,35,0,1,8,0,0,0,0,0,0
5.8146,,174,-48.7032967032967,-13.274725274725276,-24.263736263736263,84.96703296703296,12.43956043956044,2.562170308967596,1696,1651,2339,2888,2187,1479,-150,50,0,0,0,0,-58,-34,-122,0,0,-55,121,124,122,125,121,123,43,44,44,46,44,45,3,2,35,0,0,8,0,0,0,0,0,0
5.8481,,175,-46.94505494505494,-13.45054945054945,-24.263736263736263,84.96703296703296,12.43956043956044,2.562170308967596,1696,1651,2339,2888,2187,1479,0,0,0,0,0,0,28,-37,-125,0,23,-55,121,124,122,124,121,123,43,44,44,46,44,45,1,2,37,0,1,8,0,0,0,0,0,0
5.8815,,176,-44.65934065934066,-13.538461538461538,-24.263736263736263,84.96703296703296,12.43956043956044,2.4868123587038435,1698,1651,2339,2888,2187,1479,50,0,0,0,0,0,-18,-44,-125,0,23,-55,121,124,122,124,121,123,43,44,44,46,44,45,5,5,36,0,0,7,0,0,0,0,0,0
5.915,,177,-42.1978021978022,-13.626373626373626,-24.263736263736263,84.79120879120879,12.43956043956044,2.4868123587038435,1702,1651,2339,2888,2187,1479,100,0,0,0,0,0,180,-48,-125,0,23,-58,121,124,122,124,121,123,43,44,44,46,44,45,26,4,36,0,1,8,0,0,0,0,0,0
5.9486,,178,-39.38461538461539,-13.626373626373626,-24.263736263736263,84.79120879120879,12.527472527472527,2.4868123587038435,1715,1651,2339,2888,2187,1479,350,0,0,0,0,0,155,-51,-125,0,23,-58,121,124,122,124,121,123,43,44,43,46,44,45,21,7,37,0,1,8,0,0,0,0,0,0
5.9822,,179,-36.13186813186813,-13.626373626373626,-24.263736263736263,84.79120879120879,12.527472527472527,2.4868123587038435,1733,1651,2339,2888,2187,1479,400,0,0,0,0,0,203,-51,-125,0,27,-58,121,123,122,124,121,123,43,44,44,46,44,45,30,5,36,0,2,9,0,0,0,0,0,0
6.0157,,180,-32.527472527472526,-13.45054945054945,-24.263736263736263,84.61538461538461,12.527472527472527,2.4868123587038435,1752,1651,2339,2888,2187,1479,550,0,0,0,0,0,341,-51,-125,0,27,-58,121,123,122,124,121,123,43,44,44,46,44,45,38,5,36,0,1,9,0,0,0,0,0,0
6.0491,,181,-28.307692307692307,-13.274725274725276,-24.35164835164835,84.52747252747253,12.527472527472527,2.4868123587038435,1777,1651,2339,2888,2187,1479,650,0,0,0,0,0,307,-44,-125,-27,27,-58,121,123,122,124,121,123,43,44,44,46,44,45,53,3,36,0,2,8,0,0,0,0,0,0
6.0826,,182,-24.087912087912088,-13.098901098901099,-24.35164835164835,84.52747252747253,12.527472527472527,2.4868123587038435,1805,1651,2339,2888,2187,1479,800,0,0,0,0,0,461,-37,-129,-30,27,-58,121,123,121,124,120,123,43,44,44,46,44,45,70,3,38,2,1,9,0,0,0,0,0,0
6.1161,,183,-20.21978021978022,-12.923076923076923,-24.35164835164835,84.52747252747253,12.527472527472527,2.562170308967596,1838,1651,2339,2888,2187,1479,1000,0,0,0,0,0,430,-30,-129,-30,27,-58,121,123,121,124,120,123,43,44,44,46,44,45,91,1,39,1,2,9,0,0,0,0,0,0
6.1496,,184,-16.703296703296704,-12.923076923076923,-24.35164835164835,84.43956043956044,12.527472527472527,2.562170308967596,1873,1651,2339,2888,2187,1479,1050,0,0,0,0,0,454,-23,-129,-30,27,-55,121,123,121,124,120,123,43,44,44,46,44,45,101,1,39,1,1,6,0,0,0,0,0,0
6.1831,,185,-13.098901098901099,-12.835164835164836,-24.35164835164835,84.43956043956044,12.527472527472527,2.562170308967596,1913,1652,2339,2888,2187,1479,1150,0,0,0,0,0,375,-27,-129,-34,27,-55,121,123,121,124,120,123,43,44,44,46,44,45,86,1,38,2,1,7,0,0,0,0,0,0
6.2166,,186,-9.494505494505495,-12.923076923076923,-24.35164835164835,84.43956043956044,12.527472527472527,2.562170308967596,1956,1653,2339,2888,2187,1479,1250,50,0,0,0,0,451,-27,-129,-34,27,-55,121,123,121,124,120,123,43,44,44,46,44,45,78,1,38,2,1,7,0,0,0,0,0,0
6.25,,187,-5.978021978021978,-13.098901098901099,-24.35164835164835,84.43956043956044,12.43956043956044,2.562170308967596,1999,1653,2339,2888,2187,1479,1250,0,0,0,0,0,384,-30,-129,-34,27,-55,121,123,121,124,120,123,43,44,44,46,44,45,67,1,38,2,1,7,0,0,0,0,0,0
6.2834,,188,-2.901098901098901,-13.274725274725276,-24.439560439560438,84.43956043956044,12.43956043956044,2.562170308967596,2040,1653,2339,2888,2187,1479,1250,0,0,0,0,0,375,-37,-129,-34,23,-55,121,123,121,124,120,123,43,44,44,46,44,45,65,3,38,2,0,8,0,0,0,0,0,0
6.3169,,189,-0.17582417582417584,-13.45054945054945,-24.439560439560438,84.43956043956044,12.43956043956044,2.562170308967596,2082,1653,2339,2888,2187,1479,1250,0,0,0,0,0,435,-44,-132,-34,23,-55,121,123,121,124,120,123,43,44,44,46,44,45,35,4,41,1,0,8,0,0,0,0,0,0
6.3504,,190,2.901098901098901,-13.538461538461538,-24.439560439560438,84.43956043956044,12.43956043956044,2.562170308967596,2122,1653,2339,2888,2187,1479,1150,0,0,0,0,0,317,-51,-132,-34,23,-55,121,123,121,124,121,123,43,44,44,46,44,45,45,7,41,2,0,7,0,0,0,0,0,0
6.3839,,191,5.978021978021978,-13.626373626373626,-24.439560439560438,84.43956043956044,12.43956043956044,2.562170308967596,2159,1653,2339,2888,2187,1479,1100,0,0,0,0,0,415,-55,-132,-34,23,-55,121,123,121,124,121,123,43,44,44,46,44,45,56,8,40,2,1,6,0,0,0,0,0,0
6.4174,,192,8.791208791208792,-13.626373626373626,-24.439560439560438,84.43956043956044,12.43956043956044,2.562170308967596,2196,1653,2339,2888,2187,1479,1100,0,0,0,0,0,401,-58,-132,-34,23,-55,121,123,121,124,120,123,43,44,44,46,44,45,52,8,41,1,1,8,0,0,0,0,0,0
6.4509,,193,11.692307692307692,-13.714285714285714,-24.439560439560438,84.43956043956044,12.43956043956044,2.562170308967596,2233,1653,2339,2889,2187,1479,1050,0,0,50,0,0,383,-58,-132,-37,23,-55,121,123,121,124,121,123,43,44,44,46,44,45,44,9,41,3,0,8,0,0,0,0,0,0
6.4843,,194,14.505494505494505,-13.714285714285714,-24.439560439560438,84.43956043956044,12.43956043956044,2.562170308967596,2269,1653,2339,2889,2187,1479,1050,0,0,0,0,0,368,-62,-132,-37,23,-55,121,123,121,124,121,123,43,44,44,46,44,45,48,10,40,3,1,7,0,0,0,0,0,0
6.5176,,195,17.142857142857142,-13.802197802197803,-24.439560439560438,84.43956043956044,12.43956043956044,2.562170308967596,2301,1653,2339,2889,2188,1479,1050,0,0,0,50,0,353,-62,-132,-37,0,-55,121,123,121,124,121,123,43,44,44,46,44,45,53,10,41,3,0,8,0,0,0,0,0,0
6.5511,,196,19.78021978021978,-13.802197802197803,-24.439560439560438,84.43956043956044,12.43956043956044,2.562170308967596,2335,1653,2339,2889,2188,1479,950,0,0,0,0,0,455,-65,-132,-37,0,-55,121,123,121,124,121,123,43,44,44,46,44,45,49,10,41,2,0,7,0,0,0,0,0,0
6.5845,,197,22.32967032967033,-13.802197802197803,-24.439560439560438,84.43956043956044,12.43956043956044,2.562170308967596,2368,1653,2339,2889,2188,1479,950,0,0,0,0,0,353,-65,-132,-37,0,-55,121,123,121,124,121,123,43,44,44,46,44,45,48,10,41,3,0,8,0,0,0,0,0,0
6.618,,198,24.615384615384617,-13.89010989010989,-24.52747252747253,84.43956043956044,12.43956043956044,2.562170308967596,2400,1653,2339,2889,2188,1479,950,0,0,0,0,0,339,-65,-132,-37,0,-55,121,123,122,124,121,123,43,44,44,46,44,45,44,10,41,3,0,8,0,0,0,0,0,0
6.6515,,199,26.725274725274726,-13.89010989010989,-24.52747252747253,84.43956043956044,12.43956043956044,2.562170308967596,2430,1653,2339,2889,2188,1479,950,0,0,0,0,0,314,-69,-136,-37,0,-55,121,123,122,124,121,123,43,44,44,46,44,45,32,11,44,3,0,7,0,0,0,0,0,0
6.6849,,200,28.747252747252748,-13.89010989010989,-24.52747252747253,84.43956043956044,12.43956043956044,2.562170308967596,2461,1653,2339,2889,2188,1479,900,0,0,0,0,0,282,-69,-136,-37,0,-55,121,123,122,124,121,123,43,44,44,46,44,45,33,11,43,2,0,7,0,0,0,0,0,0
6.7183,,201,30.945054945054945,-13.978021978021978,-24.52747252747253,84.43956043956044,12.43956043956044,2.562170308967596,2489,1653,2339,2889,2188,1479,850,0,0,0,0,0,291,-69,-136,-37,0,-55,121,123,122,124,121,123,43,44,44,46,44,45,29,11,44,2,0,8,0,0,0,0,0,0
6.7518,,202,33.142857142857146,-14.32967032967033,-24.52747252747253,84.43956043956044,12.43956043956044,2.562170308967596,2515,1653,2339,2889,2188,1479,800,0,0,0,0,0,277,-72,-136,-37,0,-55,121,123,122,124,121,123,43,44,44,46,44,45,33,12,43,2,0,7,0,0,0,0,0,0
6.7851,,203,35.252747252747255,-14.593406593406593,-24.52747252747253,84.43956043956044,12.43956043956044,2.562170308967596,2541,1653,2339,2889,2188,1479,800,0,0,0,0,0,353,-86,-136,-37,0,-55,121,123,121,124,121,123,43,44,44,46,44,45,27,19,43,2,0,7,0,0,0,0,0,0
6.8185,,204,37.0989010989011,-14.76923076923077,-24.52747252747253,84.43956043956044,12.43956043956044,2.562170308967596,2567,1653,2339,2889,2188,1479,750,0,0,0,0,0,257,-97,-136,-37,0,-55,121,123,121,124,121,123,43,44,44,46,44,45,30,24,44,3,0,8,0,0,0,0,0,0
6.8519,,205,38.857142857142854,-15.12087912087912,-24.52747252747253,84.43956043956044,12.43956043956044,2.562170308967596,2592,1653,2339,2889,2188,1479,700,0,0,0,0,0,234,-104,-136,-37,0,-55,121,123,121,124,121,123,43,44,43,46,44,45,40,28,44,2,0,7,0,0,0,0,0,0
6.8853,,206,40.61538461538461,-15.472527472527473,-24.52747252747253,84.43956043956044,12.43956043956044,2.562170308967596,2615,1652,2339,2889,2188,1479,750,0,0,0,0,0,247,-119,-136,-37,0,-55,121,123,121,124,121,123,43,44,44,46,44,45,26,33,44,2,0,7,0,0,0,0,0,0
6.9187,,207,42.10989010989011,-15.648351648351648,-24.52747252747253,84.43956043956044,12.43956043956044,2.562170308967596,2639,1652,2339,2889,2188,1479,700,0,0,0,0,0,226,-129,-136,-37,0,-55,121,123,121,124,120,123,43,44,44,46,44,45,27,42,44,3,0,7,0,0,0,0,0,0
6.9521,,208,43.69230769230769,-16.175824175824175,-24.52747252747253,84.43956043956044,12.43956043956044,2.562170308967596,2661,1652,2339,2889,2188,1479,650,0,0,0,0,0,198,-136,-136,-37,0,-55,121,123,121,124,120,123,43,44,44,46,44,45,28,45,43,3,0,6,0,0,0,0,0,0
6.9855,,209,45.18681318681319,-16.615384615384617,-24.439560439560438,84.43956043956044,12.43956043956044,2.562170308967596,2681,1651,2339,2889,2188,1479,600,0,0,0,0,0,269,-153,-136,-37,0,-55,121,123,121,124,120,123,43,44,44,46,44,45,24,62,44,2,0,8,0,0,0,0,0,0
7.0189,,210,46.76923076923077,-16.791208791208792,-24.439560439560438,84.43956043956044,12.43956043956044,2.562170308967596,2701,1648,2339,2889,2188,1479,600,-100,0,0,0,0,282,-175,-132,-37,0,-55,121,123,121,124,120,123,43,44,44,46,44,45,23,59,41,2,0,8,0,0,0,0,0,0
7.0524,,211,48.175824175824175,-17.406593406593405,-24.52747252747253,84.43956043956044,12.43956043956044,2.562170308967596,2720,1644,2339,2889,2188,1479,550,-100,0,0,0,0,187,-157,-132,-37,0,-55,121,123,121,124,120,123,43,44,44,46,44,45,28,53,40,2,0,7,0,0,0,0,0,0
7.0858,,212,49.582417582417584,-17.846153846153847,-24.439560439560438,84.43956043956044,12.43956043956044,2.562170308967596,2738,1640,2339,2889,2188,1479,600,-100,0,0,0,0,255,-178,-136,-37,0,-55,121,123,121,124,120,123,43,44,44,46,44,45,26,33,44,2,0,7,0,0,0,0,0,0
7.1193,,213,50.81318681318681,-18.197802197802197,-24.439560439560438,84.52747252747253,12.43956043956044,2.562170308967596,2756,1633,2339,2889,2188,1479,550,-200,0,0,0,0,243,-160,-132,-37,0,-55,121,123,121,124,120,123,43,44,44,46,44,45,27,42,40,3,0,8,0,0,0,0,0,0
7.1527,,214,51.956043956043956,-18.813186813186814,-24.439560439560438,84.52747252747253,12.43956043956044,2.562170308967596,2773,1628,2339,2889,2188,1479,500,-150,0,0,0,0,223,-170,-132,-34,0,-55,121,123,121,124,120,123,43,44,44,46,44,45,33,34,41,2,0,8,0,0,0,0,0,0
