t,marker,frame_idx,goal_pos.shoulder_pan,goal_pos.shoulder_lift,goal_pos.elbow_flex,goal_pos.wrist_flex,goal_pos.wrist_roll,goal_pos.gripper,pos.shoulder_pan,pos.shoulder_lift,pos.elbow_flex,pos.wrist_flex,pos.wrist_roll,pos.gripper,vel.shoulder_pan,vel.shoulder_lift,vel.elbow_flex,vel.wrist_flex,vel.wrist_roll,vel.gripper,load.shoulder_pan,load.shoulder_lift,load.elbow_flex,load.wrist_flex,load.wrist_roll,load.gripper,volt.shoulder_pan,volt.shoulder_lift,volt.elbow_flex,volt.wrist_flex,volt.wrist_roll,volt.gripper,temp.shoulder_pan,temp.shoulder_lift,temp.elbow_flex,temp.wrist_flex,temp.wrist_roll,temp.gripper,curr.shoulder_pan,curr.shoulder_lift,curr.elbow_flex,curr.wrist_flex,curr.wrist_roll,curr.gripper
0.0,,0,-0.17582418024539948,-102.63735961914062,96.04395294189453,54.94505310058594,-0.3956044018268585,2.391629219055176,2046,634,3696,2652,1958,1483,0,0,0,0,0,0,0,0,0,0,0,0,122,124,122,125,121,124,40,43,43,44,42,45,0,0,0,0,0,0
0.0335,,1,-0.17582418024539948,-102.63735961914062,96.04395294189453,54.94505310058594,-0.3956044018268585,2.391629219055176,2046,634,3695,2652,1958,1483,0,0,-50,0,0,0,97,-43,-92,-120,92,-106,122,124,122,125,121,124,40,43,42,44,42,44,13,2,1,21,10,15
0.0671,,2,-0.17582418024539948,-102.63735961914062,96.04395294189453,54.94505310058594,-0.3956044018268585,2.391629219055176,2055,634,3693,2646,1969,1482,100,0,-50,-100,200,0,203,-34,-76,-325,268,-76,121,124,122,124,121,123,40,43,42,44,42,44,68,1,2,73,39,15
0.1005,,3,-0.17582418024539948,-102.63735961914062,96.04395294189453,54.94505310058594,-0.3956044018268585,2.391629219055176,2078,634,3692,2626,1988,1481,650,0,-50,-600,600,0,415,-34,-72,-252,154,-72,121,123,121,124,120,123,40,43,42,44,42,45,105,1,3,70,17,10
0.1339,,4,-0.17582418024539948,-102.63735961914062,96.04395294189453,54.94505310058594,-0.3956044018268585,2.391629219055176,2110,633,3691,2606,2005,1480,900,0,-50,-650,550,-50,418,-30,-69,-159,61,-69,121,123,121,124,120,123,40,43,43,44,42,45,89,1,6,23,4,9
0.1673,,5,-0.17582418024539948,-102.63735961914062,96.04395294189453,54.94505310058594,-0.3956044018268585,2.391629219055176,2149,633,3690,2590,2019,1480,1150,0,-50,-500,450,0,334,-30,-65,-174,111,-69,121,123,122,124,121,123,40,43,42,44,42,45,43,0,8,8,1,9
0.2007,,6,-0.17582418024539948,-102.63735961914062,96.04395294189453,54.94505310058594,-0.3956044018268585,2.391629219055176,2181,633,3690,2579,2026,1480,1250,0,0,-350,350,0,262,-30,-65,-132,-41,-69,121,124,122,124,121,123,40,43,42,44,42,45,5,0,9,12,0,9
0.2341,,7,-0.17582418024539948,-102.63735961914062,96.04395294189453,54.94505310058594,-0.3956044018268585,2.391629219055176,2200,633,3690,2572,2031,1480,650,0,0,-250,150,0,100,-30,-65,-111,58,-69,121,124,122,125,121,123,40,43,42,44,42,45,1,0,8,11,2,9
0.2675,,8,-0.17582418024539948,-102.63735961914062,96.04395294189453,54.94505310058594,-0.3956044018268585,2.391629219055176,2214,633,3690,2568,2035,1480,450,0,0,-150,150,0,132,-30,-65,-93,44,-69,121,124,122,125,121,124,40,43,42,44,42,44,2,1,10,14,1,9
0.301,,9,-0.17582418024539948,-102.63735961914062,96.04395294189453,54.94505310058594,-0.3956044018268585,2.391629219055176,2222,633,3690,2565,2037,1480,300,0,0,-100,50,0,108,-30,-65,-79,-83,-69,122,124,122,125,121,123,40,43,42,44,42,44,1,0,9,10,0,10
0.3344,,10,-0.17582418024539948,-102.63735961914062,96.04395294189453,54.94505310058594,-0.3956044018268585,2.391629219055176,2228,633,3690,2563,2038,1480,150,0,0,-50,50,0,-34,-30,-65,-72,30,-69,122,124,122,125,121,124,40,43,43,44,42,45,1,1,9,8,0,9
0.3678,,11,-0.17582418024539948,-102.63735961914062,96.04395294189453,54.94505310058594,-0.21978022158145905,2.391629219055176,2231,633,3690,2563,2039,1480,150,0,0,0,50,0,69,-30,-65,-72,27,-69,122,124,122,125,121,123,40,43,43,44,42,44,3,1,10,10,0,10
0.4012,,12,-0.5274725556373596,-102.63735961914062,96.04395294189453,54.94505310058594,-0.1318681389093399,2.391629219055176,2233,633,3690,2563,2041,1480,100,0,0,0,50,0,62,-30,-65,-72,27,-69,122,124,122,125,121,124,40,43,42,43,42,44,7,1,10,11,0,10
0.4346,,13,-0.7032967209815979,-102.63735961914062,96.04395294189453,54.94505310058594,-0.1318681389093399,2.391629219055176,2234,633,3690,2563,2042,1480,50,0,0,0,50,0,44,-30,-65,-72,27,-69,121,124,122,125,121,123,40,43,42,44,42,45,5,1,9,11,1,10
0.468,,14,-0.7032967209815979,-102.63735961914062,96.04395294189453,54.94505310058594,-0.1318681389093399,2.391629219055176,2235,633,3690,2563,2042,1480,50,0,0,0,0,0,34,-30,-65,-72,27,-69,121,124,122,125,121,123,40,43,42,44,42,44,3,0,10,11,0,10
0.5015,,15,-0.7032967209815979,-102.63735961914062,96.04395294189453,54.94505310058594,-0.1318681389093399,2.391629219055176,2235,633,3690,2563,2042,1480,0,0,0,0,0,0,34,-30,-65,-72,27,-69,121,124,122,125,121,123,40,43,43,44,42,45,4,1,9,11,0,10
0.535,,16,-0.7032967209815979,-102.63735961914062,96.04395294189453,54.94505310058594,-0.1318681389093399,2.391629219055176,2235,633,3690,2563,2042,1480,0,0,0,0,0,0,34,-30,-65,-72,27,-69,121,124,122,125,121,123,40,43,43,44,42,45,3,1,9,11,0,10
0.5684,,17,-0.791208803653717,-102.63735961914062,96.04395294189453,54.94505310058594,-0.1318681389093399,2.391629219055176,2235,633,3690,2563,2042,1480,0,0,0,0,0,0,34,-30,-65,-72,27,-69,121,124,122,125,121,123,40,43,42,44,42,45,3,0,9,11,0,10
0.6019,,18,-0.791208803653717,-102.63735961914062,96.04395294189453,54.94505310058594,-0.1318681389093399,2.391629219055176,2235,633,3690,2563,2042,1480,0,0,0,0,0,0,30,-30,-65,-72,27,-69,121,124,122,125,121,123,40,43,42,44,42,44,3,1,9,12,0,10
0.6354,,19,-0.791208803653717,-102.63735961914062,96.04395294189453,54.94505310058594,-0.1318681389093399,2.391629219055176,2235,633,3690,2563,2042,1480,0,0,0,0,0,0,30,-30,-65,-72,27,-69,121,124,122,125,121,123,40,43,42,44,42,45,3,0,9,12,0,10
0.6689,,20,-0.7032967209815979,-102.63735961914062,96.04395294189453,54.94505310058594,-0.48351648449897766,2.391629219055176,2235,633,3690,2563,2042,1480,0,0,0,0,0,0,30,-30,-65,-72,27,-69,121,124,122,125,121,124,40,43,43,44,42,45,3,1,8,12,0,9
0.7023,,21,-0.7032967209815979,-102.63735961914062,96.04395294189453,54.94505310058594,-0.48351648449897766,2.391629219055176,2235,633,3690,2563,2042,1480,0,0,0,0,0,0,34,-30,-65,-72,0,-69,121,124,122,125,121,124,40,43,42,44,42,45,4,0,10,11,0,10
0.7357,,22,-0.8791208863258362,-102.63735961914062,96.04395294189453,54.94505310058594,-0.04395604506134987,2.391629219055176,2235,633,3690,2563,2042,1480,0,0,0,0,0,0,34,-30,-65,-72,0,-69,122,124,122,125,121,124,40,43,42,44,42,45,3,1,9,12,0,9
0.7691,,23,-0.9670329689979553,-102.63735961914062,95.95604705810547,55.03296661376953,-0.04395604506134987,2.391629219055176,2235,633,3690,2563,2042,1480,0,0,0,0,0,0,27,-30,-65,-72,30,-69,121,124,122,125,121,124,40,43,42,44,42,45,2,1,9,11,2,10
0.8025,,24,-0.9670329689979553,-102.63735961914062,95.95604705810547,55.03296661376953,-0.04395604506134987,2.391629219055176,2235,633,3690,2563,2042,1480,0,0,0,0,0,0,23,-30,-65,-69,30,-69,122,124,122,125,121,124,40,44,43,44,42,44,1,1,9,10,1,10
0.8359,,25,-0.9670329689979553,-102.63735961914062,95.95604705810547,55.03296661376953,-0.04395604506134987,2.391629219055176,2235,633,3690,2563,2042,1480,0,0,0,0,0,0,23,-30,-65,-69,30,-69,122,124,122,125,121,124,40,43,42,44,42,44,1,0,9,11,0,9
0.8692,,26,-0.8791208863258362,-102.63735961914062,95.95604705810547,55.03296661376953,-0.48351648449897766,2.391629219055176,2235,633,3690,2563,2042,1480,0,0,0,0,0,0,23,-30,-65,-69,30,-69,122,124,122,125,121,124,40,43,42,44,42,45,1,1,10,11,1,9
0.9027,,27,-0.8791208863258362,-102.63735961914062,95.95604705810547,54.94505310058594,-0.21978022158145905,2.466367721557617,2235,633,3690,2563,2042,1480,0,0,0,0,0,0,27,-30,-65,-69,0,-69,122,124,122,125,121,124,40,44,42,44,42,44,1,1,9,11,0,10
0.9362,,28,-1.582417607307434,-102.63735961914062,96.04395294189453,54.85714340209961,-0.04395604506134987,2.6905829906463623,2235,633,3690,2563,2042,1480,0,0,0,0,0,0,27,-30,-65,-72,24,-62,122,124,122,125,121,124,40,43,43,44,42,44,2,0,9,12,0,7
0.9696,,29,-2.6373627185821533,-102.63735961914062,96.04395294189453,54.769229888916016,0.04395604506134987,3.2884902954101562,2235,633,3690,2563,2042,1480,0,0,0,0,0,0,-52,-30,-65,-76,30,-51,122,124,122,125,121,124,40,43,42,44,42,44,3,0,10,15,1,4
1.003,,30,-3.3406593799591064,-102.63735961914062,95.86813354492188,54.94505310058594,0.04395604506134987,4.783258438110352,2235,633,3690,2562,2042,1480,0,0,0,0,0,0,-98,-30,-65,41,37,24,122,124,122,125,121,124,40,43,42,44,42,44,13,0,10,18,3,1
